[m1],[m2],[m3],[k1],[k2],[k3]
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
10310,25196,31715,2660387.681,2047565.433,684118.4295
10310,25196,31715,2660387.681,2047565.433,684118.4295
10310,25196,31715,2660387.681,2047565.433,684118.4295
10310,25196,31715,2660387.681,2047565.433,684118.4295
10310,25196,31715,2660387.681,2047565.433,684118.4295
6359,16950,9525,1038759.926,32634144.39,976845.7158
6359,16950,9525,1038759.926,32634144.39,976845.7158
6359,16950,9525,1038759.926,32634144.39,976845.7158
6359,16950,9525,1038759.926,32634144.39,976845.7158
6359,16950,9525,1038759.926,32634144.39,976845.7158
49333,34503,20317,564708642.5,188546090.4,10336349933
49333,34503,20317,564708642.5,188546090.4,10336349933
49333,34503,20317,564708642.5,188546090.4,10336349933
49333,34503,20317,564708642.5,188546090.4,10336349933
49333,34503,20317,564708642.5,188546090.4,10336349933
11041,13113,18603,1273735.922,3591853.937,59539612.93
11041,13113,18603,1273735.922,3591853.937,59539612.93
11041,13113,18603,1273735.922,3591853.937,59539612.93
11041,13113,18603,1273735.922,3591853.937,59539612.93
11041,13113,18603,1273735.922,3591853.937,59539612.93
24430,25515,5886,1312248361,7223371.234,1415281254
24430,25515,5886,1312248361,7223371.234,1415281254
24430,25515,5886,1312248361,7223371.234,1415281254
24430,25515,5886,1312248361,7223371.234,1415281254
24430,25515,5886,1312248361,7223371.234,1415281254
21954,19587,10426,2918800.154,3881822.002,44258819.9
21954,19587,10426,2918800.154,3881822.002,44258819.9
21954,19587,10426,2918800.154,3881822.002,44258819.9
21954,19587,10426,2918800.154,3881822.002,44258819.9
21954,19587,10426,2918800.154,3881822.002,44258819.9
46582,18209,13346,1688389842,96976839.72,44561751.24
46582,18209,13346,1688389842,96976839.72,44561751.24
46582,18209,13346,1688389842,96976839.72,44561751.24
46582,18209,13346,1688389842,96976839.72,44561751.24
46582,18209,13346,1688389842,96976839.72,44561751.24
7158,24941,21766,13302876.5,2327578864,13374314.61
7158,24941,21766,13302876.5,2327578864,13374314.61
7158,24941,21766,13302876.5,2327578864,13374314.61
7158,24941,21766,13302876.5,2327578864,13374314.61
7158,24941,21766,13302876.5,2327578864,13374314.61
26695,21941,13112,4901528.361,1191289344,4853318.312
26695,21941,13112,4901528.361,1191289344,4853318.312
26695,21941,13112,4901528.361,1191289344,4853318.312
26695,21941,13112,4901528.361,1191289344,4853318.312
26695,21941,13112,4901528.361,1191289344,4853318.312
5646,8099,10443,15168766.28,3145147.073,2705708.729
5646,8099,10443,15168766.28,3145147.073,2705708.729
5646,8099,10443,15168766.28,3145147.073,2705708.729
5646,8099,10443,15168766.28,3145147.073,2705708.729
5646,8099,10443,15168766.28,3145147.073,2705708.729
9274,5211,6147,19778571.29,2855410.595,108831.3643
9274,5211,6147,19778571.29,2855410.595,108831.3643
9274,5211,6147,19778571.29,2855410.595,108831.3643
9274,5211,6147,19778571.29,2855410.595,108831.3643
9274,5211,6147,19778571.29,2855410.595,108831.3643
8252,20676,30132,16643830.27,16845755.18,2459857.345
8252,20676,30132,16643830.27,16845755.18,2459857.345
8252,20676,30132,16643830.27,16845755.18,2459857.345
8252,20676,30132,16643830.27,16845755.18,2459857.345
8252,20676,30132,16643830.27,16845755.18,2459857.345
29125,7528,32446,39700096.98,787455.3001,10415824.8
29125,7528,32446,39700096.98,787455.3001,10415824.8
29125,7528,32446,39700096.98,787455.3001,10415824.8
29125,7528,32446,39700096.98,787455.3001,10415824.8
29125,7528,32446,39700096.98,787455.3001,10415824.8
28118,21278,10693,7167960.965,624905.9739,4226955.829
28118,21278,10693,7167960.965,624905.9739,4226955.829
28118,21278,10693,7167960.965,624905.9739,4226955.829
28118,21278,10693,7167960.965,624905.9739,4226955.829
28118,21278,10693,7167960.965,624905.9739,4226955.829
36153,5286,26403,1851087.795,38564824.88,3768779.837
36153,5286,26403,1851087.795,38564824.88,3768779.837
36153,5286,26403,1851087.795,38564824.88,3768779.837
36153,5286,26403,1851087.795,38564824.88,3768779.837
36153,5286,26403,1851087.795,38564824.88,3768779.837
20567,11286,10067,1401550.275,14751409.89,33334073.63
20567,11286,10067,1401550.275,14751409.89,33334073.63
20567,11286,10067,1401550.275,14751409.89,33334073.63
20567,11286,10067,1401550.275,14751409.89,33334073.63
20567,11286,10067,1401550.275,14751409.89,33334073.63
16383,21913,38507,2422700.209,3086230.82,793466.7406
16383,21913,38507,2422700.209,3086230.82,793466.7406
16383,21913,38507,2422700.209,3086230.82,793466.7406
16383,21913,38507,2422700.209,3086230.82,793466.7406
16383,21913,38507,2422700.209,3086230.82,793466.7406
11833,24099,7166,1.06867E+11,256384477.8,40935867952
11833,24099,7166,1.06867E+11,256384477.8,40935867952
11833,24099,7166,1.06867E+11,256384477.8,40935867952
11833,24099,7166,1.06867E+11,256384477.8,40935867952
11833,24099,7166,1.06867E+11,256384477.8,40935867952
46853,14560,13702,1753516.779,631171.2777,517666.9403
46853,14560,13702,1753516.779,631171.2777,517666.9403
46853,14560,13702,1753516.779,631171.2777,517666.9403
46853,14560,13702,1753516.779,631171.2777,517666.9403
46853,14560,13702,1753516.779,631171.2777,517666.9403
8110,45340,8746,101139802.1,1501606.35,6253734.274
8110,45340,8746,101139802.1,1501606.35,6253734.274
8110,45340,8746,101139802.1,1501606.35,6253734.274
8110,45340,8746,101139802.1,1501606.35,6253734.274
8110,45340,8746,101139802.1,1501606.35,6253734.274
10245,6486,11717,18795895.6,11000217.17,18439408.2
10245,6486,11717,18795895.6,11000217.17,18439408.2
10245,6486,11717,18795895.6,11000217.17,18439408.2
10245,6486,11717,18795895.6,11000217.17,18439408.2
10245,6486,11717,18795895.6,11000217.17,18439408.2
16322,29433,26840,94683811.64,66447722.41,63971310.87
16322,29433,26840,94683811.64,66447722.41,63971310.87
16322,29433,26840,94683811.64,66447722.41,63971310.87
16322,29433,26840,94683811.64,66447722.41,63971310.87
16322,29433,26840,94683811.64,66447722.41,63971310.87
24755,28567,43097,97323029.9,28074712.56,3442481.921
24755,28567,43097,97323029.9,28074712.56,3442481.921
24755,28567,43097,97323029.9,28074712.56,3442481.921
24755,28567,43097,97323029.9,28074712.56,3442481.921
24755,28567,43097,97323029.9,28074712.56,3442481.921
47613,7141,10010,2103326.522,376602.8278,3707124.597
47613,7141,10010,2103326.522,376602.8278,3707124.597
47613,7141,10010,2103326.522,376602.8278,3707124.597
47613,7141,10010,2103326.522,376602.8278,3707124.597
47613,7141,10010,2103326.522,376602.8278,3707124.597
41505,49977,34123,3440658.809,1506602.214,171400060.2
41505,49977,34123,3440658.809,1506602.214,171400060.2
41505,49977,34123,3440658.809,1506602.214,171400060.2
41505,49977,34123,3440658.809,1506602.214,171400060.2
41505,49977,34123,3440658.809,1506602.214,171400060.2
49393,38724,24661,1798490.389,1877120.358,3394572.829
49393,38724,24661,1798490.389,1877120.358,3394572.829
49393,38724,24661,1798490.389,1877120.358,3394572.829
49393,38724,24661,1798490.389,1877120.358,3394572.829
49393,38724,24661,1798490.389,1877120.358,3394572.829
33045,5543,21455,176454805.8,1347479922,1984320342
33045,5543,21455,176454805.8,1347479922,1984320342
33045,5543,21455,176454805.8,1347479922,1984320342
33045,5543,21455,176454805.8,1347479922,1984320342
33045,5543,21455,176454805.8,1347479922,1984320342
6927,38687,13519,144590380.2,16856622.73,391325449
6927,38687,13519,144590380.2,16856622.73,391325449
6927,38687,13519,144590380.2,16856622.73,391325449
6927,38687,13519,144590380.2,16856622.73,391325449
6927,38687,13519,144590380.2,16856622.73,391325449
6287,14778,25724,22534855.17,133489247.4,15348198.81
6287,14778,25724,22534855.17,133489247.4,15348198.81
6287,14778,25724,22534855.17,133489247.4,15348198.81
6287,14778,25724,22534855.17,133489247.4,15348198.81
6287,14778,25724,22534855.17,133489247.4,15348198.81
9308,6705,8125,13392340.65,15315950.95,4069699.385
9308,6705,8125,13392340.65,15315950.95,4069699.385
9308,6705,8125,13392340.65,15315950.95,4069699.385
9308,6705,8125,13392340.65,15315950.95,4069699.385
9308,6705,8125,13392340.65,15315950.95,4069699.385
5190,23956,5707,2702999.614,372881.7248,6232400.094
5190,23956,5707,2702999.614,372881.7248,6232400.094
5190,23956,5707,2702999.614,372881.7248,6232400.094
5190,23956,5707,2702999.614,372881.7248,6232400.094
5190,23956,5707,2702999.614,372881.7248,6232400.094
9412,9435,19434,8257484.008,82373206.42,259593889.7
9412,9435,19434,8257484.008,82373206.42,259593889.7
9412,9435,19434,8257484.008,82373206.42,259593889.7
9412,9435,19434,8257484.008,82373206.42,259593889.7
9412,9435,19434,8257484.008,82373206.42,259593889.7
12967,17871,23973,6065283.971,112597367.9,3882398.112
12967,17871,23973,6065283.971,112597367.9,3882398.112
12967,17871,23973,6065283.971,112597367.9,3882398.112
12967,17871,23973,6065283.971,112597367.9,3882398.112
12967,17871,23973,6065283.971,112597367.9,3882398.112
13650,25595,15946,613750.4599,13359327.11,3198415.095
13650,25595,15946,613750.4599,13359327.11,3198415.095
13650,25595,15946,613750.4599,13359327.11,3198415.095
13650,25595,15946,613750.4599,13359327.11,3198415.095
13650,25595,15946,613750.4599,13359327.11,3198415.095
9206,14051,21267,356381762.4,3447032827,2560974582
9206,14051,21267,356381762.4,3447032827,2560974582
9206,14051,21267,356381762.4,3447032827,2560974582
9206,14051,21267,356381762.4,3447032827,2560974582
9206,14051,21267,356381762.4,3447032827,2560974582
5157,10144,18784,1227669.841,1842536.237,1907357.489
5157,10144,18784,1227669.841,1842536.237,1907357.489
5157,10144,18784,1227669.841,1842536.237,1907357.489
5157,10144,18784,1227669.841,1842536.237,1907357.489
5157,10144,18784,1227669.841,1842536.237,1907357.489
21171,15357,10848,3740492.56,891686.1537,7669962.732
21171,15357,10848,3740492.56,891686.1537,7669962.732
21171,15357,10848,3740492.56,891686.1537,7669962.732
21171,15357,10848,3740492.56,891686.1537,7669962.732
21171,15357,10848,3740492.56,891686.1537,7669962.732
7924,5027,17183,564102.8672,10368430.8,456235.3924
7924,5027,17183,564102.8672,10368430.8,456235.3924
7924,5027,17183,564102.8672,10368430.8,456235.3924
7924,5027,17183,564102.8672,10368430.8,456235.3924
7924,5027,17183,564102.8672,10368430.8,456235.3924
42354,12232,14204,2531601.18,31909282.61,7247560.416
42354,12232,14204,2531601.18,31909282.61,7247560.416
42354,12232,14204,2531601.18,31909282.61,7247560.416
42354,12232,14204,2531601.18,31909282.61,7247560.416
42354,12232,14204,2531601.18,31909282.61,7247560.416
44958,14713,19109,3959837.167,32079612.07,315189.9254
44958,14713,19109,3959837.167,32079612.07,315189.9254
44958,14713,19109,3959837.167,32079612.07,315189.9254
44958,14713,19109,3959837.167,32079612.07,315189.9254
44958,14713,19109,3959837.167,32079612.07,315189.9254
49572,23704,43206,249473705,2650588.011,1208061.593
49572,23704,43206,249473705,2650588.011,1208061.593
49572,23704,43206,249473705,2650588.011,1208061.593
49572,23704,43206,249473705,2650588.011,1208061.593
49572,23704,43206,249473705,2650588.011,1208061.593
29104,6427,18687,6156919.142,76531035.93,724022196.4
29104,6427,18687,6156919.142,76531035.93,724022196.4
29104,6427,18687,6156919.142,76531035.93,724022196.4
29104,6427,18687,6156919.142,76531035.93,724022196.4
29104,6427,18687,6156919.142,76531035.93,724022196.4
26144,37154,40392,102319535.1,15060115.64,3642204.864
26144,37154,40392,102319535.1,15060115.64,3642204.864
26144,37154,40392,102319535.1,15060115.64,3642204.864
26144,37154,40392,102319535.1,15060115.64,3642204.864
26144,37154,40392,102319535.1,15060115.64,3642204.864
5003,19797,9554,347186050.4,1592959.676,94286448.91
5003,19797,9554,347186050.4,1592959.676,94286448.91
5003,19797,9554,347186050.4,1592959.676,94286448.91
5003,19797,9554,347186050.4,1592959.676,94286448.91
5003,19797,9554,347186050.4,1592959.676,94286448.91
38667,12610,35574,2159217504,3639610402,18408311357
38667,12610,35574,2159217504,3639610402,18408311357
38667,12610,35574,2159217504,3639610402,18408311357
38667,12610,35574,2159217504,3639610402,18408311357
38667,12610,35574,2159217504,3639610402,18408311357
6304,5598,35554,837539.3445,3943145.095,3229372.643
6304,5598,35554,837539.3445,3943145.095,3229372.643
6304,5598,35554,837539.3445,3943145.095,3229372.643
6304,5598,35554,837539.3445,3943145.095,3229372.643
6304,5598,35554,837539.3445,3943145.095,3229372.643
5583,26694,37715,70576779.9,1971533.29,13127439.59
5583,26694,37715,70576779.9,1971533.29,13127439.59
5583,26694,37715,70576779.9,1971533.29,13127439.59
5583,26694,37715,70576779.9,1971533.29,13127439.59
5583,26694,37715,70576779.9,1971533.29,13127439.59
18526,8956,36895,157238310.2,154281982.3,4548812.556
18526,8956,36895,157238310.2,154281982.3,4548812.556
18526,8956,36895,157238310.2,154281982.3,4548812.556
18526,8956,36895,157238310.2,154281982.3,4548812.556
18526,8956,36895,157238310.2,154281982.3,4548812.556
25414,16571,6684,3346419.905,426114.0171,577383.2414
25414,16571,6684,3346419.905,426114.0171,577383.2414
25414,16571,6684,3346419.905,426114.0171,577383.2414
25414,16571,6684,3346419.905,426114.0171,577383.2414
25414,16571,6684,3346419.905,426114.0171,577383.2414
42141,17351,14392,1734669.914,3488457.862,15652550.7
42141,17351,14392,1734669.914,3488457.862,15652550.7
42141,17351,14392,1734669.914,3488457.862,15652550.7
42141,17351,14392,1734669.914,3488457.862,15652550.7
42141,17351,14392,1734669.914,3488457.862,15652550.7
11672,13560,7853,10754035.68,149741562.4,10517680.05
11672,13560,7853,10754035.68,149741562.4,10517680.05
11672,13560,7853,10754035.68,149741562.4,10517680.05
11672,13560,7853,10754035.68,149741562.4,10517680.05
11672,13560,7853,10754035.68,149741562.4,10517680.05
9517,29994,10315,13860240.17,1234916558,1002240376
9517,29994,10315,13860240.17,1234916558,1002240376
9517,29994,10315,13860240.17,1234916558,1002240376
9517,29994,10315,13860240.17,1234916558,1002240376
9517,29994,10315,13860240.17,1234916558,1002240376
14974,24639,18923,1707729250,32769606027,91479587974
14974,24639,18923,1707729250,32769606027,91479587974
14974,24639,18923,1707729250,32769606027,91479587974
14974,24639,18923,1707729250,32769606027,91479587974
14974,24639,18923,1707729250,32769606027,91479587974
12242,17683,11775,4575840.302,44037803.49,627668.5478
12242,17683,11775,4575840.302,44037803.49,627668.5478
12242,17683,11775,4575840.302,44037803.49,627668.5478
12242,17683,11775,4575840.302,44037803.49,627668.5478
12242,17683,11775,4575840.302,44037803.49,627668.5478
6498,7146,13347,56113708.01,31011667.92,8336884.79
6498,7146,13347,56113708.01,31011667.92,8336884.79
6498,7146,13347,56113708.01,31011667.92,8336884.79
6498,7146,13347,56113708.01,31011667.92,8336884.79
6498,7146,13347,56113708.01,31011667.92,8336884.79
7350,14490,5564,664353.4265,6554623.32,27570908.46
7350,14490,5564,664353.4265,6554623.32,27570908.46
7350,14490,5564,664353.4265,6554623.32,27570908.46
7350,14490,5564,664353.4265,6554623.32,27570908.46
7350,14490,5564,664353.4265,6554623.32,27570908.46
7849,13625,11094,1748926.047,5280314.901,519964.1352
7849,13625,11094,1748926.047,5280314.901,519964.1352
7849,13625,11094,1748926.047,5280314.901,519964.1352
7849,13625,11094,1748926.047,5280314.901,519964.1352
7849,13625,11094,1748926.047,5280314.901,519964.1352
22305,8640,5800,418266144.2,11807819485,1.26764E+11
22305,8640,5800,418266144.2,11807819485,1.26764E+11
22305,8640,5800,418266144.2,11807819485,1.26764E+11
22305,8640,5800,418266144.2,11807819485,1.26764E+11
22305,8640,5800,418266144.2,11807819485,1.26764E+11
22413,24712,12028,1358833.375,1438414.444,1091554.675
22413,24712,12028,1358833.375,1438414.444,1091554.675
22413,24712,12028,1358833.375,1438414.444,1091554.675
22413,24712,12028,1358833.375,1438414.444,1091554.675
22413,24712,12028,1358833.375,1438414.444,1091554.675
33700,22439,36162,996895.6325,59209032.39,13376801.87
33700,22439,36162,996895.6325,59209032.39,13376801.87
33700,22439,36162,996895.6325,59209032.39,13376801.87
33700,22439,36162,996895.6325,59209032.39,13376801.87
33700,22439,36162,996895.6325,59209032.39,13376801.87
36545,12089,35019,2903405.48,17458282.38,817997.4488
36545,12089,35019,2903405.48,17458282.38,817997.4488
36545,12089,35019,2903405.48,17458282.38,817997.4488
36545,12089,35019,2903405.48,17458282.38,817997.4488
36545,12089,35019,2903405.48,17458282.38,817997.4488
5700,13082,20763,424500651.8,1250077478,7926654.935
5700,13082,20763,424500651.8,1250077478,7926654.935
5700,13082,20763,424500651.8,1250077478,7926654.935
5700,13082,20763,424500651.8,1250077478,7926654.935
5700,13082,20763,424500651.8,1250077478,7926654.935
8253,5838,5215,337989.5386,10269638.5,311898.3702
8253,5838,5215,337989.5386,10269638.5,311898.3702
